length,path,min_leg_kzt,total_kzt
4,100000004351795100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000004351795100,24000.0,196704.0
6,100000008686313100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000004390333100 -> 100000000437046100 -> 100000008686313100,24000.0,1359534.0
5,100000008686313100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000008137435100 -> 100000008686313100,24000.0,204106.0
6,100000004070318100 -> 100000008346837100 -> 100000005910114100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000004070318100,24000.0,502717.0
6,100000008686313100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000004403675100 -> 100000000331309100 -> 100000008686313100,24000.0,588464.0
6,100000008686313100 -> 100000008477350100 -> 100000008086440100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000008686313100,24000.0,567914.0
4,100000008686313100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000008686313100,24000.0,333981.0
6,100000008686313100 -> 100000008477350100 -> 100000005910114100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000008686313100,24000.0,677872.0
6,100000008686313100 -> 100000008477350100 -> 100000003968044100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000008686313100,24000.0,440281.0
6,100000004070318100 -> 100000008477350100 -> 100000008086440100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000004070318100,24000.0,406658.0
6,100000008686313100 -> 100000000437046100 -> 100000007639767100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000008686313100,24000.0,433799.0
6,100000008086440100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000004390333100 -> 100000008477350100 -> 100000008086440100,24000.0,402684.0
6,100000008086440100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000002306369100 -> 100000008477350100 -> 100000008086440100,24000.0,425099.0
6,100000004351795100 -> 100000003242289100 -> 100000008304139100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000004351795100,24000.0,421274.0
6,100000004070318100 -> 100000008346837100 -> 100000004351795100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000004070318100,24000.0,284595.0
6,100000004070318100 -> 100000008477350100 -> 100000005910114100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000004070318100,24000.0,516616.0
6,100000008686313100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000004351795100 -> 100000000437046100 -> 100000008686313100,24000.0,1822187.0
6,100000004070318100 -> 100000008477350100 -> 100000003968044100 -> 100000008603629100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,23722.0,324722.0
6,100000008686313100 -> 100000006866783100 -> 100000004351795100 -> 100000008603629100 -> 100000007639767100 -> 100000000437046100 -> 100000008686313100,23722.0,1370209.0
6,100000004070318100 -> 100000006866783100 -> 100000004351795100 -> 100000008603629100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,23722.0,392126.0
6,100000004070318100 -> 100000008346837100 -> 100000005910114100 -> 100000008603629100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,23722.0,548414.0
6,100000008686313100 -> 100000008603629100 -> 100000007639767100 -> 100000000437046100 -> 100000001279272100 -> 100000000331309100 -> 100000008686313100,23722.0,882264.0
4,100000008686313100 -> 100000008603629100 -> 100000007639767100 -> 100000000437046100 -> 100000008686313100,23722.0,1234205.0
6,100000008686313100 -> 100000008477350100 -> 100000005910114100 -> 100000008603629100 -> 100000007639767100 -> 100000000437046100 -> 100000008686313100,23722.0,1578096.0
6,100000008686313100 -> 100000008477350100 -> 100000003968044100 -> 100000008603629100 -> 100000007639767100 -> 100000000437046100 -> 100000008686313100,23722.0,1340505.0
6,100000004070318100 -> 100000006866783100 -> 100000004390333100 -> 100000008603629100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,23722.0,354473.0
6,100000004070318100 -> 100000006866783100 -> 100000008686313100 -> 100000008603629100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,23722.0,529403.0
6,100000004070318100 -> 100000008346837100 -> 100000004351795100 -> 100000008603629100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,23722.0,330292.0
6,100000008686313100 -> 100000008477350100 -> 100000008086440100 -> 100000008603629100 -> 100000007639767100 -> 100000000437046100 -> 100000008686313100,23722.0,1468138.0
2,100000008603629100 -> 100000007639767100 -> 100000008603629100,23722.0,121972.0
6,100000008686313100 -> 100000006866783100 -> 100000004390333100 -> 100000008603629100 -> 100000007639767100 -> 100000000437046100 -> 100000008686313100,23722.0,1332556.0
6,100000004070318100 -> 100000008477350100 -> 100000008086440100 -> 100000008603629100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,23722.0,452355.0
6,100000004070318100 -> 100000008477350100 -> 100000005910114100 -> 100000008603629100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,23722.0,562313.0
6,100000004847758100 -> 100000008603629100 -> 100000002723538100 -> 100000003242289100 -> 100000008304139100 -> 100000005782781100 -> 100000004847758100,23717.0,300934.0
6,100000008686313100 -> 100000008477350100 -> 100000005910114100 -> 100000005782781100 -> 100000004847758100 -> 100000008603629100 -> 100000008686313100,23717.0,353865.0
6,100000008086440100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000008304139100 -> 100000008477350100 -> 100000008086440100,23567.0,400500.0
6,100000005910114100 -> 100000008111003100 -> 100000003796063100 -> 100000006866783100 -> 100000008304139100 -> 100000008477350100 -> 100000005910114100,23567.0,383050.0
6,100000008686313100 -> 100000008477350100 -> 100000005910114100 -> 100000006866783100 -> 100000008304139100 -> 100000000437046100 -> 100000008686313100,23567.0,1567029.0
6,100000008686313100 -> 100000006866783100 -> 100000008304139100 -> 100000008477350100 -> 100000005910114100 -> 100000008603629100 -> 100000008686313100,23567.0,580951.0
6,100000008686313100 -> 100000006866783100 -> 100000008304139100 -> 100000008477350100 -> 100000003968044100 -> 100000008603629100 -> 100000008686313100,23567.0,343360.0
4,100000008686313100 -> 100000006866783100 -> 100000008304139100 -> 100000000437046100 -> 100000008686313100,23567.0,1206650.0
6,100000008686313100 -> 100000006866783100 -> 100000008304139100 -> 100000000437046100 -> 100000007639767100 -> 100000008603629100 -> 100000008686313100,23567.0,303478.0
6,100000004070318100 -> 100000006866783100 -> 100000008304139100 -> 100000008603629100 -> 100000008686313100 -> 100000000437046100 -> 100000004070318100,23567.0,462460.0
6,100000008686313100 -> 100000006866783100 -> 100000008304139100 -> 100000000437046100 -> 100000001279272100 -> 100000000331309100 -> 100000008686313100,23567.0,854709.0
6,100000004847758100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000008304139100 -> 100000005782781100 -> 100000004847758100,23567.0,180584.0
4,100000005910114100 -> 100000006866783100 -> 100000008304139100 -> 100000008477350100 -> 100000005910114100,23567.0,466246.0
6,100000004070318100 -> 100000008477350100 -> 100000005910114100 -> 100000006866783100 -> 100000008304139100 -> 100000000437046100 -> 100000004070318100,23567.0,551246.0
6,100000004070318100 -> 100000006866783100 -> 100000008304139100 -> 100000008603629100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,23567.0,431289.0
6,100000008686313100 -> 100000008477350100 -> 100000005910114100 -> 100000006866783100 -> 100000008304139100 -> 100000008603629100 -> 100000008686313100,23567.0,666739.0
6,100000008686313100 -> 100000006866783100 -> 100000008304139100 -> 100000008477350100 -> 100000008086440100 -> 100000000437046100 -> 100000008686313100,23567.0,1477883.0
6,100000004070318100 -> 100000006866783100 -> 100000008304139100 -> 100000008477350100 -> 100000008086440100 -> 100000000437046100 -> 100000004070318100,23567.0,499800.0
6,100000008686313100 -> 100000006866783100 -> 100000008304139100 -> 100000005782781100 -> 100000004847758100 -> 100000008603629100 -> 100000008686313100,23567.0,251077.0
2,100000008304139100 -> 100000006866783100 -> 100000008304139100,23567.0,167567.0
5,100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000008304139100 -> 100000001857829100 -> 100000008603629100,23567.0,154867.0
6,100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000008304139100 -> 100000001857829100 -> 100000003880331100 -> 100000008603629100,23567.0,826867.0
4,100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000008304139100 -> 100000008603629100,23567.0,235867.0
6,100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000008304139100 -> 100000008477350100 -> 100000003968044100 -> 100000008603629100,23567.0,272867.0
3,100000008587459100 -> 100000006866783100 -> 100000008304139100 -> 100000008587459100,23567.0,168067.0
6,100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000008304139100 -> 100000000437046100 -> 100000007639767100 -> 100000008603629100,23567.0,232985.0
5,100000008686313100 -> 100000006866783100 -> 100000008304139100 -> 100000001857829100 -> 100000008603629100 -> 100000008686313100,23567.0,225360.0
6,100000008686313100 -> 100000006866783100 -> 100000008304139100 -> 100000008477350100 -> 100000008086440100 -> 100000008603629100 -> 100000008686313100,23567.0,470993.0
4,100000004070318100 -> 100000006866783100 -> 100000008304139100 -> 100000000437046100 -> 100000004070318100,23567.0,228567.0
6,100000004070318100 -> 100000008346837100 -> 100000005910114100 -> 100000006866783100 -> 100000008304139100 -> 100000000437046100 -> 100000004070318100,23567.0,537347.0
6,100000008686313100 -> 100000006866783100 -> 100000008304139100 -> 100000001857829100 -> 100000003880331100 -> 100000008603629100 -> 100000008686313100,23567.0,897360.0
6,100000008686313100 -> 100000006866783100 -> 100000008304139100 -> 100000001857829100 -> 100000003880331100 -> 100000000331309100 -> 100000008686313100,23567.0,916709.0
6,100000008686313100 -> 100000006866783100 -> 100000008304139100 -> 100000008603629100 -> 100000007639767100 -> 100000000437046100 -> 100000008686313100,23567.0,1409372.0
4,100000008686313100 -> 100000006866783100 -> 100000008304139100 -> 100000008603629100 -> 100000008686313100,23567.0,306360.0
6,100000008686313100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000008304139100 -> 100000000437046100 -> 100000008686313100,23567.0,1267350.0
6,100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000008304139100 -> 100000008477350100 -> 100000005910114100 -> 100000008603629100,23567.0,510458.0
6,100000004070318100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000004351795100 -> 100000000437046100 -> 100000004070318100,23126.0,774830.0
4,100000004070318100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000004070318100,23126.0,141151.0
6,100000004070318100 -> 100000008603629100 -> 100000002723538100 -> 100000003242289100 -> 100000008304139100 -> 100000006866783100 -> 100000004070318100,23126.0,429068.0
6,100000004070318100 -> 100000008603629100 -> 100000008686313100 -> 100000008477350100 -> 100000005910114100 -> 100000006866783100 -> 100000004070318100,23126.0,572023.0
6,100000004070318100 -> 100000008603629100 -> 100000008686313100 -> 100000008477350100 -> 100000008086440100 -> 100000000437046100 -> 100000004070318100,23126.0,455852.0
6,100000004070318100 -> 100000008603629100 -> 100000002723538100 -> 100000003242289100 -> 100000008304139100 -> 100000000437046100 -> 100000004070318100,23126.0,340343.0
6,100000004070318100 -> 100000008603629100 -> 100000008686313100 -> 100000006866783100 -> 100000004390333100 -> 100000000437046100 -> 100000004070318100,23126.0,382670.0
6,100000004070318100 -> 100000008603629100 -> 100000008686313100 -> 100000006866783100 -> 100000004351795100 -> 100000000437046100 -> 100000004070318100,23126.0,845323.0
4,100000004070318100 -> 100000008603629100 -> 100000008686313100 -> 100000006866783100 -> 100000004070318100,23126.0,211644.0
6,100000004070318100 -> 100000008603629100 -> 100000008686313100 -> 100000006866783100 -> 100000008304139100 -> 100000000437046100 -> 100000004070318100,23126.0,290486.0
6,100000004070318100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000004390333100 -> 100000000437046100 -> 100000004070318100,23126.0,312177.0
6,100000004070318100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000008686313100 -> 100000000437046100 -> 100000004070318100,23126.0,420807.0
6,100000004070318100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000008304139100 -> 100000000437046100 -> 100000004070318100,23126.0,219993.0
4,100000004070318100 -> 100000008603629100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,23126.0,186848.0
6,100000004070318100 -> 100000008603629100 -> 100000007639767100 -> 100000000437046100 -> 100000008686313100 -> 100000006866783100 -> 100000004070318100,23126.0,1314656.0
4,100000004070318100 -> 100000008603629100 -> 100000008686313100 -> 100000000437046100 -> 100000004070318100,23126.0,218019.0
6,100000008686313100 -> 100000006866783100 -> 100000007639767100 -> 100000000437046100 -> 100000001279272100 -> 100000000331309100 -> 100000008686313100,23018.0,874160.0
4,100000008686313100 -> 100000006866783100 -> 100000007639767100 -> 100000000437046100 -> 100000008686313100,23018.0,1226101.0
4,100000008686313100 -> 100000006866783100 -> 100000007639767100 -> 100000008603629100 -> 100000008686313100,23018.0,245061.0
6,100000004070318100 -> 100000006866783100 -> 100000007639767100 -> 100000008603629100 -> 100000008686313100 -> 100000000437046100 -> 100000004070318100,23018.0,401161.0
6,100000008686313100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000007639767100 -> 100000000437046100 -> 100000008686313100,23018.0,1286801.0
6,100000008686313100 -> 100000008477350100 -> 100000005910114100 -> 100000006866783100 -> 100000007639767100 -> 100000000437046100 -> 100000008686313100,23018.0,1586480.0
6,100000008686313100 -> 100000008477350100 -> 100000005910114100 -> 100000006866783100 -> 100000007639767100 -> 100000008603629100 -> 100000008686313100,23018.0,605440.0
6,100000008603629100 -> 100000002723538100 -> 100000003242289100 -> 100000008304139100 -> 100000006866783100 -> 100000007639767100 -> 100000008603629100,23018.0,462485.0
4,100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000007639767100 -> 100000008603629100,23018.0,174568.0
4,100000004070318100 -> 100000006866783100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,23018.0,248018.0
6,100000004070318100 -> 100000008477350100 -> 100000005910114100 -> 100000006866783100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,23018.0,570697.0
