length,path,min_leg_kzt,total_kzt
6,100000004070318100 -> 100000004400305100 -> 100000008587459100 -> 100000006866783100 -> 100000008686313100 -> 100000000437046100 -> 100000004070318100,19800.0,592188.0
6,100000004070318100 -> 100000004400305100 -> 100000008304139100 -> 100000008477350100 -> 100000005910114100 -> 100000006866783100 -> 100000004070318100,19800.0,573305.0
6,100000004070318100 -> 100000004400305100 -> 100000005910114100 -> 100000006866783100 -> 100000008304139100 -> 100000000437046100 -> 100000004070318100,19800.0,498247.0
6,100000004070318100 -> 100000004400305100 -> 100000008587459100 -> 100000006866783100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,19800.0,410825.0
6,100000004070318100 -> 100000004400305100 -> 100000005910114100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000004070318100,19800.0,463617.0
6,100000004070318100 -> 100000004400305100 -> 100000004847758100 -> 100000008603629100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,19800.0,272589.0
6,100000004070318100 -> 100000004400305100 -> 100000008587459100 -> 100000006866783100 -> 100000004390333100 -> 100000000437046100 -> 100000004070318100,19800.0,483558.0
4,100000004070318100 -> 100000004400305100 -> 100000008587459100 -> 100000006866783100 -> 100000004070318100,19800.0,312532.0
6,100000004070318100 -> 100000004400305100 -> 100000005910114100 -> 100000008603629100 -> 100000008686313100 -> 100000006866783100 -> 100000004070318100,19800.0,534110.0
6,100000004070318100 -> 100000004400305100 -> 100000008587459100 -> 100000006866783100 -> 100000004351795100 -> 100000000437046100 -> 100000004070318100,19800.0,946211.0
6,100000004070318100 -> 100000004400305100 -> 100000005910114100 -> 100000008603629100 -> 100000008686313100 -> 100000000437046100 -> 100000004070318100,19800.0,540485.0
6,100000004070318100 -> 100000004400305100 -> 100000008587459100 -> 100000006866783100 -> 100000008304139100 -> 100000000437046100 -> 100000004070318100,19800.0,391374.0
6,100000004070318100 -> 100000004400305100 -> 100000004847758100 -> 100000008603629100 -> 100000004351795100 -> 100000000437046100 -> 100000004070318100,19800.0,763285.0
6,100000004070318100 -> 100000004400305100 -> 100000004847758100 -> 100000008603629100 -> 100000008686313100 -> 100000000437046100 -> 100000004070318100,19800.0,303760.0
6,100000004070318100 -> 100000004400305100 -> 100000004847758100 -> 100000008603629100 -> 100000008686313100 -> 100000006866783100 -> 100000004070318100,19800.0,297385.0
6,100000004070318100 -> 100000004400305100 -> 100000004847758100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000004070318100,19800.0,226892.0
4,100000004070318100 -> 100000004400305100 -> 100000005910114100 -> 100000006866783100 -> 100000004070318100,19800.0,419405.0
6,100000004070318100 -> 100000004400305100 -> 100000005910114100 -> 100000008603629100 -> 100000004351795100 -> 100000000437046100 -> 100000004070318100,19800.0,1000010.0
6,100000004070318100 -> 100000004400305100 -> 100000008304139100 -> 100000000437046100 -> 100000008686313100 -> 100000006866783100 -> 100000004070318100,19800.0,1313709.0
4,100000004070318100 -> 100000004400305100 -> 100000008304139100 -> 100000000437046100 -> 100000004070318100,19800.0,185901.0
6,100000004070318100 -> 100000004400305100 -> 100000005910114100 -> 100000006866783100 -> 100000004390333100 -> 100000000437046100 -> 100000004070318100,19800.0,590431.0
6,100000004070318100 -> 100000004400305100 -> 100000005910114100 -> 100000008111003100 -> 100000003796063100 -> 100000006866783100 -> 100000004070318100,19800.0,336209.0
6,100000004070318100 -> 100000004400305100 -> 100000005910114100 -> 100000006866783100 -> 100000004351795100 -> 100000000437046100 -> 100000004070318100,19800.0,1053084.0
6,100000004070318100 -> 100000004400305100 -> 100000008304139100 -> 100000006866783100 -> 100000004390333100 -> 100000000437046100 -> 100000004070318100,19800.0,445652.0
6,100000004070318100 -> 100000004400305100 -> 100000008304139100 -> 100000008603629100 -> 100000008686313100 -> 100000000437046100 -> 100000004070318100,19800.0,419794.0
6,100000004070318100 -> 100000004400305100 -> 100000008686313100 -> 100000008603629100 -> 100000004351795100 -> 100000000437046100 -> 100000004070318100,19800.0,812135.0
6,100000004070318100 -> 100000004400305100 -> 100000008686313100 -> 100000006866783100 -> 100000008304139100 -> 100000000437046100 -> 100000004070318100,19800.0,293884.0
6,100000004070318100 -> 100000004400305100 -> 100000008686313100 -> 100000006866783100 -> 100000004351795100 -> 100000000437046100 -> 100000004070318100,19800.0,848721.0
6,100000004070318100 -> 100000004400305100 -> 100000008304139100 -> 100000008603629100 -> 100000008686313100 -> 100000006866783100 -> 100000004070318100,19800.0,413419.0
6,100000004070318100 -> 100000004400305100 -> 100000008686313100 -> 100000006866783100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,19800.0,313335.0
6,100000004070318100 -> 100000004400305100 -> 100000008686313100 -> 100000006866783100 -> 100000004390333100 -> 100000000437046100 -> 100000004070318100,19800.0,386068.0
2,100000004070318100 -> 100000004400305100 -> 100000004070318100,19800.0,42800.0
6,100000004070318100 -> 100000004400305100 -> 100000008686313100 -> 100000008477350100 -> 100000008086440100 -> 100000000437046100 -> 100000004070318100,19800.0,459250.0
6,100000004070318100 -> 100000004400305100 -> 100000008686313100 -> 100000008477350100 -> 100000005910114100 -> 100000006866783100 -> 100000004070318100,19800.0,575421.0
5,100000004070318100 -> 100000004400305100 -> 100000008304139100 -> 100000008587459100 -> 100000006866783100 -> 100000004070318100,19800.0,275126.0
4,100000004070318100 -> 100000004400305100 -> 100000008686313100 -> 100000000437046100 -> 100000004070318100,19800.0,221417.0
6,100000004070318100 -> 100000004400305100 -> 100000008304139100 -> 100000008603629100 -> 100000004351795100 -> 100000000437046100 -> 100000004070318100,19800.0,879319.0
4,100000004070318100 -> 100000004400305100 -> 100000008304139100 -> 100000006866783100 -> 100000004070318100,19800.0,274626.0
6,100000004070318100 -> 100000004400305100 -> 100000008686313100 -> 100000008603629100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,19800.0,321439.0
6,100000004070318100 -> 100000004400305100 -> 100000008686313100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000004070318100,19800.0,275742.0
4,100000004070318100 -> 100000004400305100 -> 100000008686313100 -> 100000006866783100 -> 100000004070318100,19800.0,215042.0
6,100000004070318100 -> 100000004400305100 -> 100000008304139100 -> 100000006866783100 -> 100000004351795100 -> 100000000437046100 -> 100000004070318100,19800.0,908305.0
6,100000004070318100 -> 100000004400305100 -> 100000008304139100 -> 100000006866783100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,19800.0,372919.0
6,100000004070318100 -> 100000004400305100 -> 100000008304139100 -> 100000006866783100 -> 100000008686313100 -> 100000000437046100 -> 100000004070318100,19800.0,554282.0
6,100000004070318100 -> 100000004400305100 -> 100000008304139100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000004070318100,19800.0,342926.0
2,100000002957787100 -> 100000005268319100 -> 100000002957787100,19712.8,43712.8
2,100000001660397100 -> 100000006866783100 -> 100000001660397100,19300.0,43300.0
3,100000000785800100 -> 100000008601794100 -> 100000001872484100 -> 100000000785800100,19000.0,909400.0
2,100000004330371100 -> 100000003016635100 -> 100000004330371100,18981.0,115652.0
2,100000008086440100 -> 100000008477350100 -> 100000008086440100,18900.0,218633.0
4,100000004070318100 -> 100000004400305100 -> 100000004390333100 -> 100000006866783100 -> 100000004070318100,18807.0,163332.0
6,100000004070318100 -> 100000004400305100 -> 100000004390333100 -> 100000006866783100 -> 100000004351795100 -> 100000000437046100 -> 100000004070318100,18807.0,797011.0
6,100000004070318100 -> 100000004400305100 -> 100000004390333100 -> 100000008477350100 -> 100000005910114100 -> 100000006866783100 -> 100000004070318100,18807.0,526011.0
6,100000004070318100 -> 100000004400305100 -> 100000004390333100 -> 100000006866783100 -> 100000008304139100 -> 100000000437046100 -> 100000004070318100,18807.0,242174.0
6,100000008603629100 -> 100000002723538100 -> 100000003242289100 -> 100000004140487100 -> 100000004400305100 -> 100000004390333100 -> 100000008603629100,18807.0,236964.0
6,100000004070318100 -> 100000004400305100 -> 100000004390333100 -> 100000008603629100 -> 100000004351795100 -> 100000000437046100 -> 100000004070318100,18807.0,753025.0
6,100000004070318100 -> 100000004400305100 -> 100000004390333100 -> 100000006866783100 -> 100000008686313100 -> 100000000437046100 -> 100000004070318100,18807.0,442988.0
6,100000004070318100 -> 100000004400305100 -> 100000004390333100 -> 100000006866783100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,18807.0,261625.0
6,100000004070318100 -> 100000004400305100 -> 100000004390333100 -> 100000000437046100 -> 100000008686313100 -> 100000006866783100 -> 100000004070318100,18807.0,1356415.0
6,100000004070318100 -> 100000004400305100 -> 100000004390333100 -> 100000008603629100 -> 100000008686313100 -> 100000000437046100 -> 100000004070318100,18807.0,293500.0
6,100000004070318100 -> 100000004400305100 -> 100000004390333100 -> 100000008603629100 -> 100000008686313100 -> 100000006866783100 -> 100000004070318100,18807.0,287125.0
6,100000004070318100 -> 100000004400305100 -> 100000004390333100 -> 100000008477350100 -> 100000008086440100 -> 100000000437046100 -> 100000004070318100,18807.0,409840.0
6,100000004351795100 -> 100000003242289100 -> 100000004140487100 -> 100000004400305100 -> 100000004390333100 -> 100000006866783100 -> 100000004351795100,18807.0,248721.0
6,100000004070318100 -> 100000004400305100 -> 100000004390333100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000004070318100,18807.0,216632.0
6,100000004351795100 -> 100000003242289100 -> 100000004140487100 -> 100000004400305100 -> 100000004390333100 -> 100000008603629100 -> 100000004351795100,18807.0,204735.0
6,100000004070318100 -> 100000004400305100 -> 100000004390333100 -> 100000008603629100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,18807.0,262329.0
4,100000004070318100 -> 100000004400305100 -> 100000004390333100 -> 100000000437046100 -> 100000004070318100,18807.0,228607.0
4,100000008686313100 -> 100000006866783100 -> 100000004847758100 -> 100000008603629100 -> 100000008686313100,18775.0,184568.0
6,100000004070318100 -> 100000006866783100 -> 100000004847758100 -> 100000008603629100 -> 100000008686313100 -> 100000000437046100 -> 100000004070318100,18775.0,340668.0
4,100000004847758100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000004847758100,18775.0,114075.0
6,100000008686313100 -> 100000006866783100 -> 100000004847758100 -> 100000008603629100 -> 100000004351795100 -> 100000000437046100 -> 100000008686313100,18775.0,1778276.0
6,100000008686313100 -> 100000008477350100 -> 100000005910114100 -> 100000006866783100 -> 100000004847758100 -> 100000008603629100 -> 100000008686313100,18775.0,544947.0
6,100000008686313100 -> 100000006866783100 -> 100000004847758100 -> 100000008603629100 -> 100000007639767100 -> 100000000437046100 -> 100000008686313100,18775.0,1287580.0
6,100000004847758100 -> 100000008603629100 -> 100000002723538100 -> 100000003242289100 -> 100000008304139100 -> 100000006866783100 -> 100000004847758100,18775.0,401992.0
6,100000004847758100 -> 100000008603629100 -> 100000004351795100 -> 100000003242289100 -> 100000008304139100 -> 100000006866783100 -> 100000004847758100,18775.0,369763.0
6,100000004070318100 -> 100000006866783100 -> 100000004847758100 -> 100000008603629100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,18775.0,309497.0
6,100000004070318100 -> 100000006866783100 -> 100000004847758100 -> 100000008603629100 -> 100000004351795100 -> 100000000437046100 -> 100000004070318100,18775.0,800193.0
6,100000008710843100 -> 100000008547844100 -> 100000008465789100 -> 100000008466579100 -> 100000008547948100 -> 100000008489922100 -> 100000008710843100,18200.0,269299.0
5,100000008710843100 -> 100000008547844100 -> 100000008465789100 -> 100000008547948100 -> 100000008489922100 -> 100000008710843100,18200.0,224299.0
4,100000008710843100 -> 100000008547844100 -> 100000008547948100 -> 100000008489922100 -> 100000008710843100,18200.0,235200.0
5,100000008710843100 -> 100000008547844100 -> 100000008465789100 -> 100000008466579100 -> 100000008489922100 -> 100000008710843100,18200.0,270299.0
2,100000001893287100 -> 100000004698193100 -> 100000001893287100,18000.0,170700.0
2,100000004188160100 -> 100000003016635100 -> 100000004188160100,18000.0,97262.0
2,100000004544958100 -> 100000004677680100 -> 100000004544958100,18000.0,186000.0
2,100000006707582100 -> 100000000850297100 -> 100000006707582100,17520.0,35040.0
2,100000008169544100 -> 100000003016635100 -> 100000008169544100,17300.0,154404.0
6,100000008443341100 -> 100000008477350100 -> 100000005910114100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000008443341100,17000.0,468391.0
6,100000008443341100 -> 100000008477350100 -> 100000005910114100 -> 100000008111003100 -> 100000003796063100 -> 100000006866783100 -> 100000008443341100,17000.0,340983.0
6,100000008086440100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000008443341100 -> 100000008477350100 -> 100000008086440100,17000.0,358433.0
6,100000008686313100 -> 100000006866783100 -> 100000008443341100 -> 100000008477350100 -> 100000005910114100 -> 100000008603629100 -> 100000008686313100,17000.0,538884.0
6,100000008686313100 -> 100000006866783100 -> 100000008443341100 -> 100000008477350100 -> 100000008086440100 -> 100000008603629100 -> 100000008686313100,17000.0,428926.0
6,100000004070318100 -> 100000006866783100 -> 100000008443341100 -> 100000008477350100 -> 100000008086440100 -> 100000000437046100 -> 100000004070318100,17000.0,457733.0
6,100000008686313100 -> 100000006866783100 -> 100000008443341100 -> 100000008477350100 -> 100000003968044100 -> 100000008603629100 -> 100000008686313100,17000.0,301293.0
4,100000008443341100 -> 100000008477350100 -> 100000005910114100 -> 100000006866783100 -> 100000008443341100,17000.0,424179.0
6,100000008686313100 -> 100000006866783100 -> 100000008443341100 -> 100000008477350100 -> 100000008086440100 -> 100000000437046100 -> 100000008686313100,17000.0,1435816.0
6,100000008443341100 -> 100000008477350100 -> 100000003968044100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000008443341100,17000.0,230800.0
5,100000005287097100 -> 100000004150593100 -> 100000008188026100 -> 100000004527381100 -> 100000004156082100 -> 100000005287097100,16450.0,489759.27999999997
5,100000005287097100 -> 100000003016635100 -> 100000008188026100 -> 100000004527381100 -> 100000004156082100 -> 100000005287097100,16450.0,865507.28
2,100000005287097100 -> 100000004156082100 -> 100000005287097100,16450.0,66950.0
6,100000004070318100 -> 100000006866783100 -> 100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,16305.0,492286.0
6,100000004070318100 -> 100000006866783100 -> 100000002306369100 -> 100000008477350100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,16305.0,349471.0
6,100000004070318100 -> 100000008477350100 -> 100000007639767100 -> 100000000437046100 -> 100000008686313100 -> 100000006866783100 -> 100000004070318100,16305.0,1309113.0
4,100000004070318100 -> 100000008477350100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,16305.0,181305.0
6,100000004070318100 -> 100000006866783100 -> 100000008304139100 -> 100000008477350100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,16305.0,324872.0
6,100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000008304139100 -> 100000008477350100 -> 100000007639767100 -> 100000008603629100,16305.0,251422.0
6,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000008603629100 -> 100000004351795100 -> 100000000437046100 -> 100000008686313100,16305.0,1809756.0
6,100000004070318100 -> 100000008603629100 -> 100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,16305.0,280924.0
6,100000008686313100 -> 100000006866783100 -> 100000002306369100 -> 100000008477350100 -> 100000007639767100 -> 100000008603629100 -> 100000008686313100,16305.0,346514.0
6,100000008686313100 -> 100000006866783100 -> 100000008443341100 -> 100000008477350100 -> 100000007639767100 -> 100000008603629100 -> 100000008686313100,16305.0,279848.0
4,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000000437046100 -> 100000008686313100,16305.0,1197088.0
6,100000004070318100 -> 100000004400305100 -> 100000008304139100 -> 100000008477350100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,16305.0,282206.0
6,100000008686313100 -> 100000006866783100 -> 100000004390333100 -> 100000008477350100 -> 100000007639767100 -> 100000000437046100 -> 100000008686313100,16305.0,1305139.0
6,100000008686313100 -> 100000006866783100 -> 100000008443341100 -> 100000008477350100 -> 100000007639767100 -> 100000000437046100 -> 100000008686313100,16305.0,1260888.0
6,100000008686313100 -> 100000006866783100 -> 100000004390333100 -> 100000008477350100 -> 100000007639767100 -> 100000008603629100 -> 100000008686313100,16305.0,324099.0
6,100000008686313100 -> 100000006866783100 -> 100000002306369100 -> 100000008477350100 -> 100000007639767100 -> 100000000437046100 -> 100000008686313100,16305.0,1327554.0
6,100000008686313100 -> 100000006866783100 -> 100000008304139100 -> 100000008477350100 -> 100000007639767100 -> 100000000437046100 -> 100000008686313100,16305.0,1302955.0
6,100000004070318100 -> 100000004400305100 -> 100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,16305.0,284322.0
6,100000004070318100 -> 100000006866783100 -> 100000008443341100 -> 100000008477350100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,16305.0,282805.0
6,100000008603629100 -> 100000002723538100 -> 100000003242289100 -> 100000008304139100 -> 100000008477350100 -> 100000007639767100 -> 100000008603629100,16305.0,371772.0
6,100000008443341100 -> 100000008477350100 -> 100000007639767100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000008443341100,16305.0,209355.0
4,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000008603629100 -> 100000008686313100,16305.0,216048.0
6,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000000437046100 -> 100000001279272100 -> 100000000331309100 -> 100000008686313100,16305.0,845147.0
6,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000008686313100,16305.0,418836.0
6,100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000004390333100 -> 100000008477350100 -> 100000007639767100 -> 100000008603629100,16305.0,253606.0
6,100000004070318100 -> 100000004400305100 -> 100000004390333100 -> 100000008477350100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,16305.0,234912.0
6,100000004070318100 -> 100000008477350100 -> 100000007639767100 -> 100000008603629100 -> 100000004351795100 -> 100000000437046100 -> 100000004070318100,16305.0,793973.0
6,100000004070318100 -> 100000006866783100 -> 100000004390333100 -> 100000008477350100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,16305.0,327056.0
6,100000004070318100 -> 100000008477350100 -> 100000007639767100 -> 100000008603629100 -> 100000008686313100 -> 100000000437046100 -> 100000004070318100,16305.0,334448.0
6,100000004070318100 -> 100000008477350100 -> 100000007639767100 -> 100000008603629100 -> 100000008686313100 -> 100000006866783100 -> 100000004070318100,16305.0,328073.0
6,100000004070318100 -> 100000008477350100 -> 100000007639767100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000004070318100,16305.0,257580.0
6,100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000002306369100 -> 100000008477350100 -> 100000007639767100 -> 100000008603629100,16305.0,276021.0
6,100000008686313100 -> 100000006866783100 -> 100000008304139100 -> 100000008477350100 -> 100000007639767100 -> 100000008603629100 -> 100000008686313100,16305.0,321915.0
6,100000004351795100 -> 100000003242289100 -> 100000008304139100 -> 100000008477350100 -> 100000007639767100 -> 100000008603629100 -> 100000004351795100,16305.0,339543.0
6,100000004847758100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000004679953100 -> 100000005782781100 -> 100000004847758100,16000.0,175020.0
6,100000008686313100 -> 100000006866783100 -> 100000004679953100 -> 100000005782781100 -> 100000004847758100 -> 100000008603629100 -> 100000008686313100,16000.0,245513.0
4,100000004847758100 -> 100000008603629100 -> 100000004679953100 -> 100000005782781100 -> 100000004847758100,16000.0,245484.0
2,100000005168487100 -> 100000002941114100 -> 100000005168487100,15000.0,118510.0
6,100000004351795100 -> 100000003242289100 -> 100000004140487100 -> 100000004400305100 -> 100000002723538100 -> 100000008603629100 -> 100000004351795100,15000.0,225928.0
6,100000004070318100 -> 100000004400305100 -> 100000002723538100 -> 100000003242289100 -> 100000008304139100 -> 100000006866783100 -> 100000004070318100,15000.0,370095.0
6,100000004070318100 -> 100000004400305100 -> 100000002723538100 -> 100000003242289100 -> 100000008304139100 -> 100000000437046100 -> 100000004070318100,15000.0,281370.0
4,100000004007116100 -> 100000003616818100 -> 100000004160650100 -> 100000002731501100 -> 100000004007116100,15000.0,802430.0
4,100000004007116100 -> 100000003616818100 -> 100000004160650100 -> 100000004005964100 -> 100000004007116100,15000.0,125000.0
6,100000004070318100 -> 100000004400305100 -> 100000002723538100 -> 100000008603629100 -> 100000008686313100 -> 100000006866783100 -> 100000004070318100,15000.0,308318.0
4,100000002723538100 -> 100000003242289100 -> 100000004140487100 -> 100000004400305100 -> 100000002723538100,15000.0,102510.0
6,100000004070318100 -> 100000004400305100 -> 100000002723538100 -> 100000008603629100 -> 100000004351795100 -> 100000000437046100 -> 100000004070318100,15000.0,774218.0
6,100000004070318100 -> 100000004400305100 -> 100000002723538100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000004070318100,15000.0,237825.0
2,100000000011452100 -> 100000005140601100 -> 100000000011452100,15000.0,31685.0
2,100000008293431100 -> 100000000437046100 -> 100000008293431100,15000.0,230000.0
6,100000004070318100 -> 100000004400305100 -> 100000002723538100 -> 100000008603629100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,15000.0,283522.0
3,100000004007116100 -> 100000003616818100 -> 100000004005964100 -> 100000004007116100,15000.0,82000.0
3,100000005339662100 -> 100000004820260100 -> 100000005175148100 -> 100000005339662100,15000.0,323200.0
3,100000004007116100 -> 100000003616818100 -> 100000004160650100 -> 100000004007116100,15000.0,585844.0
6,100000004070318100 -> 100000004400305100 -> 100000002723538100 -> 100000008603629100 -> 100000008686313100 -> 100000000437046100 -> 100000004070318100,15000.0,314693.0
2,100000005507142100 -> 100000002612809100 -> 100000005507142100,15000.0,45000.0
2,100000004692798100 -> 100000000831684100 -> 100000004692798100,15000.0,65000.0
2,100000005037490100 -> 100000008733194100 -> 100000005037490100,14000.0,29000.0
4,100000004070318100 -> 100000004400305100 -> 100000002645993100 -> 100000008413748100 -> 100000004070318100,13480.0,98451.55
6,100000004070318100 -> 100000004400305100 -> 100000002645993100 -> 100000008413748100 -> 100000008304139100 -> 100000006866783100 -> 100000004070318100,13480.0,303746.75
6,100000004070318100 -> 100000004400305100 -> 100000002645993100 -> 100000008413748100 -> 100000008304139100 -> 100000000437046100 -> 100000004070318100,13480.0,215021.75
6,100000004070318100 -> 100000004400305100 -> 100000005910114100 -> 100000002957787100 -> 100000002645993100 -> 100000008413748100 -> 100000004070318100,13480.0,215825.55
6,100000004070318100 -> 100000008477350100 -> 100000005910114100 -> 100000002957787100 -> 100000002645993100 -> 100000008413748100 -> 100000004070318100,13480.0,268824.55
6,100000008413748100 -> 100000008304139100 -> 100000008477350100 -> 100000005910114100 -> 100000002957787100 -> 100000002645993100 -> 100000008413748100,13480.0,300394.75
6,100000004070318100 -> 100000008346837100 -> 100000005910114100 -> 100000002957787100 -> 100000002645993100 -> 100000008413748100 -> 100000004070318100,13480.0,254925.55
6,100000004070318100 -> 100000008346837100 -> 100000005910114100 -> 100000008603629100 -> 100000001660397100 -> 100000008413748100 -> 100000004070318100,13000.0,456513.55
2,100000004475818100 -> 100000005665181100 -> 100000004475818100,13000.0,31498.0
6,100000004070318100 -> 100000008346837100 -> 100000004351795100 -> 100000008603629100 -> 100000001660397100 -> 100000008413748100 -> 100000004070318100,13000.0,238391.55
6,100000004070318100 -> 100000004400305100 -> 100000004847758100 -> 100000008603629100 -> 100000001660397100 -> 100000008413748100 -> 100000004070318100,13000.0,180688.55
6,100000004070318100 -> 100000008346837100 -> 100000005910114100 -> 100000006866783100 -> 100000001660397100 -> 100000008413748100 -> 100000004070318100,13000.0,455601.55
6,100000004070318100 -> 100000008603629100 -> 100000001660397100 -> 100000008413748100 -> 100000008304139100 -> 100000006866783100 -> 100000004070318100,13000.0,300242.75
6,100000004070318100 -> 100000004400305100 -> 100000008587459100 -> 100000006866783100 -> 100000001660397100 -> 100000008413748100 -> 100000004070318100,13000.0,309628.55
6,100000004070318100 -> 100000008477350100 -> 100000007639767100 -> 100000008603629100 -> 100000001660397100 -> 100000008413748100 -> 100000004070318100,13000.0,211376.55
6,100000004070318100 -> 100000008603629100 -> 100000001660397100 -> 100000008413748100 -> 100000008304139100 -> 100000000437046100 -> 100000004070318100,13000.0,211517.75
6,100000004070318100 -> 100000004400305100 -> 100000008304139100 -> 100000006866783100 -> 100000001660397100 -> 100000008413748100 -> 100000004070318100,13000.0,271722.55
4,100000004070318100 -> 100000008603629100 -> 100000001660397100 -> 100000008413748100 -> 100000004070318100,13000.0,94947.55
6,100000004070318100 -> 100000008477350100 -> 100000003968044100 -> 100000008603629100 -> 100000001660397100 -> 100000008413748100 -> 100000004070318100,13000.0,232821.55
6,100000004070318100 -> 100000008477350100 -> 100000005910114100 -> 100000008603629100 -> 100000001660397100 -> 100000008413748100 -> 100000004070318100,13000.0,470412.55
6,100000004070318100 -> 100000008603629100 -> 100000008686313100 -> 100000006866783100 -> 100000001660397100 -> 100000008413748100 -> 100000004070318100,13000.0,208740.55
6,100000004070318100 -> 100000008477350100 -> 100000005910114100 -> 100000006866783100 -> 100000001660397100 -> 100000008413748100 -> 100000004070318100,13000.0,469500.55
2,100000005264874100 -> 100000005507142100 -> 100000005264874100,13000.0,43000.0
6,100000004070318100 -> 100000008477350100 -> 100000008086440100 -> 100000008603629100 -> 100000001660397100 -> 100000008413748100 -> 100000004070318100,13000.0,360454.55
6,100000004070318100 -> 100000004400305100 -> 100000004390333100 -> 100000008603629100 -> 100000001660397100 -> 100000008413748100 -> 100000004070318100,13000.0,170428.55
6,100000004070318100 -> 100000004400305100 -> 100000008304139100 -> 100000008603629100 -> 100000001660397100 -> 100000008413748100 -> 100000004070318100,13000.0,296722.55
6,100000008413748100 -> 100000008304139100 -> 100000006866783100 -> 100000004390333100 -> 100000008603629100 -> 100000001660397100 -> 100000008413748100,13000.0,318142.75
4,100000008413748100 -> 100000008304139100 -> 100000006866783100 -> 100000001660397100 -> 100000008413748100,13000.0,202391.75
6,100000008413748100 -> 100000008304139100 -> 100000006866783100 -> 100000004351795100 -> 100000008603629100 -> 100000001660397100 -> 100000008413748100,13000.0,355795.75
6,100000004070318100 -> 100000004400305100 -> 100000008686313100 -> 100000008603629100 -> 100000001660397100 -> 100000008413748100 -> 100000004070318100,13000.0,229538.55
6,100000008413748100 -> 100000008304139100 -> 100000000437046100 -> 100000008686313100 -> 100000006866783100 -> 100000001660397100 -> 100000008413748100,13000.0,1241474.75
6,100000004070318100 -> 100000006866783100 -> 100000004847758100 -> 100000008603629100 -> 100000001660397100 -> 100000008413748100 -> 100000004070318100,13000.0,217596.55
6,100000004070318100 -> 100000004400305100 -> 100000005910114100 -> 100000008603629100 -> 100000001660397100 -> 100000008413748100 -> 100000004070318100,13000.0,417413.55
6,100000004070318100 -> 100000006866783100 -> 100000008304139100 -> 100000008603629100 -> 100000001660397100 -> 100000008413748100 -> 100000004070318100,13000.0,339388.55
6,100000004070318100 -> 100000006866783100 -> 100000004351795100 -> 100000008603629100 -> 100000001660397100 -> 100000008413748100 -> 100000004070318100,13000.0,300225.55
6,100000008413748100 -> 100000008304139100 -> 100000008477350100 -> 100000007639767100 -> 100000008603629100 -> 100000001660397100 -> 100000008413748100,13000.0,242946.75
6,100000008413748100 -> 100000008304139100 -> 100000000437046100 -> 100000008686313100 -> 100000008603629100 -> 100000001660397100 -> 100000008413748100,13000.0,1258874.75
6,100000004070318100 -> 100000004400305100 -> 100000005910114100 -> 100000006866783100 -> 100000001660397100 -> 100000008413748100 -> 100000004070318100,13000.0,416501.55
