gid,knowledge_state,hop_from_seed,inbound_known,outbound_known,confidence,limitation
100000002489253100,inbound_only,2,True,True,0.85,"51,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002492277100,inbound_only,2,True,True,0.85,"138,500 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002505277100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 60,000 KZT arrived from 1 payer and where it went next was never collected."
100000002506987100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 28,200 KZT arrived from 1 payer and where it went next was never collected."
100000002508637100,fully_observed,3,True,True,0.7,"Both directions observed, but 100% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000002509598100,inbound_only,3,True,True,0.85,"305,550 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002511581100,inbound_only,3,True,True,0.85,"17,600 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002511825100,inbound_only,1,True,True,0.85,"65,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002512742100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 6,000 KZT arrived from 1 payer and where it went next was never collected."
100000002513028100,fully_observed,3,True,True,0.74,"Both directions observed, but 100% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000002514975100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 17,920 KZT arrived from 1 payer and where it went next was never collected."
100000002516862100,truncated_at_depth,4,True,False,0.38,"At the four-hop crawl boundary: 81,710 KZT arrived from 1 payer and where it went next was never collected."
100000002521039100,inbound_only,3,True,True,0.85,"349,370 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002527114100,outbound_only,0,True,True,0.6,"Seed account: money out was followed, money in was not, so its funding is outside the dataset (3 payers appear only as return traffic from inside the crawl)."
100000002528544100,inbound_only,3,True,True,0.85,"192,912 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002528978100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 15,900 KZT arrived from 1 payer and where it went next was never collected."
100000002529877100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 232,000 KZT arrived from 1 payer and where it went next was never collected."
100000002529880100,inbound_only,3,True,True,0.85,"147,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002530224100,inbound_only,3,True,True,0.85,"113,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002531406100,fully_observed,3,True,True,0.7,"Both directions observed, but 100% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000002534091100,inbound_only,3,True,True,0.85,"22,200 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002537811100,fully_observed,3,True,True,0.7,"Both directions observed, but 100% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000002539625100,inbound_only,2,True,True,0.85,"94,700 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002540033100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 10,000 KZT arrived from 1 payer and where it went next was never collected."
100000002540623100,inbound_only,2,True,True,0.85,"100,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002546921100,inbound_only,3,True,True,0.85,"20,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002547110100,inbound_only,3,True,True,0.85,"1,500,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002548759100,inbound_only,3,True,True,0.85,"375,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002550141100,inbound_only,3,True,True,0.85,"100,586 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002554175100,inbound_only,3,True,True,0.85,"24,621 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002556775100,inbound_only,3,True,True,0.85,"300,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002558173100,inbound_only,2,True,True,0.85,"9,300 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002559089100,inbound_only,3,True,True,0.85,"715,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002565277100,inbound_only,1,True,True,0.85,"483,319 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002566204100,inbound_only,2,True,True,0.85,"80,805 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002567887100,inbound_only,3,True,True,0.85,"50,915 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002570206100,inbound_only,2,True,True,0.85,"166,960 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002575080100,fully_observed,3,True,True,0.7,"Both directions observed, but 100% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000002578405100,fully_observed,2,True,True,0.957,"Both directions observed, but 1% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000002578653100,inbound_only,3,True,True,0.85,"20,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002580377100,fully_observed,1,True,True,0.98,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000002581346100,inbound_only,3,True,True,0.85,"166,400 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002589019100,inbound_only,1,True,True,0.85,"34,710 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002591469100,inbound_only,1,True,True,0.85,"235,670 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002592567100,fully_observed,1,True,True,0.938,"Both directions observed, but 21% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000002593038100,inbound_only,2,True,True,0.85,"28,500 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002593344100,inbound_only,3,True,True,0.85,"431,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002594214100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 1,000,000 KZT arrived from 1 payer and where it went next was never collected."
100000002596035100,inbound_only,1,True,True,0.85,"231,570 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002596039100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 280,000 KZT arrived from 1 payer and where it went next was never collected."
100000002597003100,fully_observed,1,True,True,0.94,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000002597074100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 8,000 KZT arrived from 1 payer and where it went next was never collected."
100000002597623100,inbound_only,3,True,True,0.85,"16,418 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002599729100,truncated_at_depth,4,True,False,0.34,"At the four-hop crawl boundary: 65,000 KZT arrived from 1 payer and where it went next was never collected."
100000002600345100,inbound_only,1,True,True,0.85,"52,400 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002603371100,inbound_only,3,True,True,0.85,"9,300 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002603478100,inbound_only,1,True,True,0.85,"23,500 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002603769100,inbound_only,1,True,True,0.85,"1,185,368 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002605184100,inbound_only,2,True,True,0.85,"140,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002605308100,inbound_only,2,True,True,0.85,"2,569,522 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002605548100,inbound_only,1,True,True,0.85,"116,695 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002606567100,fully_observed,1,True,True,0.94,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000002609774100,fully_observed,1,True,True,0.891,"Both directions observed, but 25% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000002611334100,fully_observed,3,True,True,0.7,"Both directions observed, but 100% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000002612809100,fully_observed,3,True,True,0.826,"Both directions observed, but 57% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000002613776100,inbound_only,2,True,True,0.85,"30,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002613929100,inbound_only,3,True,True,0.85,"28,560 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002614095100,inbound_only,3,True,True,0.85,"5,300 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002615479100,inbound_only,1,True,True,0.85,"220,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002618492100,inbound_only,1,True,True,0.85,"296,500 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002621434100,inbound_only,3,True,True,0.85,"81,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002621915100,inbound_only,2,True,True,0.85,"5,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002621949100,inbound_only,1,True,True,0.85,"164,612 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002622822100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 750,000 KZT arrived from 1 payer and where it went next was never collected."
100000002628146100,inbound_only,2,True,True,0.85,"30,500 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002628576100,fully_observed,3,True,True,0.74,"Both directions observed, but 100% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000002632742100,inbound_only,3,True,True,0.85,"235,500 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002633108100,inbound_only,3,True,True,0.85,"320,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002633701100,inbound_only,2,True,True,0.85,"266,850 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002635746100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 5,300 KZT arrived from 1 payer and where it went next was never collected."
100000002635780100,inbound_only,2,True,True,0.85,"163,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002644285100,inbound_only,3,True,True,0.85,"500,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002645046100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 12,000 KZT arrived from 1 payer and where it went next was never collected."
100000002645609100,inbound_only,1,True,True,0.85,"546,821 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002645993100,fully_observed,3,True,True,0.891,"Both directions observed, but 25% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000002646745100,inbound_only,3,True,True,0.85,"12,300 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002646887100,inbound_only,3,True,True,0.85,"24,354 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002648315100,fully_observed,1,True,True,0.98,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000002653187100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 15,000 KZT arrived from 1 payer and where it went next was never collected."
100000002653948100,inbound_only,3,True,True,0.85,"85,200 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002659103100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 165,000 KZT arrived from 1 payer and where it went next was never collected."
100000002659265100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 141,000 KZT arrived from 1 payer and where it went next was never collected."
100000002660298100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 30,900 KZT arrived from 1 payer and where it went next was never collected."
100000002662768100,inbound_only,1,True,True,0.85,"84,300 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002663511100,inbound_only,3,True,True,0.85,"268,940 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002666248100,inbound_only,1,True,True,0.85,"70,032 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002670463100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 31,500 KZT arrived from 1 payer and where it went next was never collected."
100000002670860100,inbound_only,1,True,True,0.85,"450,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002670960100,inbound_only,3,True,True,0.85,"480,310 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002671326100,truncated_at_depth,4,True,False,0.34,"At the four-hop crawl boundary: 1,050,000 KZT arrived from 1 payer and where it went next was never collected."
100000002671806100,inbound_only,1,True,True,0.85,"12,440 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002677201100,fully_observed,3,True,True,0.7,"Both directions observed, but 100% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000002679516100,inbound_only,1,True,True,0.85,"102,335 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002680477100,inbound_only,2,True,True,0.85,"25,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002681449100,fully_observed,1,True,True,0.98,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000002681544100,inbound_only,3,True,True,0.85,"166,072 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002686226100,truncated_at_depth,4,True,False,0.34,"At the four-hop crawl boundary: 430,000 KZT arrived from 1 payer and where it went next was never collected."
100000002689717100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 47,500 KZT arrived from 1 payer and where it went next was never collected."
100000002691583100,inbound_only,3,True,True,0.85,"285,200 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002691858100,inbound_only,2,True,True,0.85,"51,500 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002692044100,inbound_only,1,True,True,0.85,"97,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002692750100,fully_observed,2,True,True,0.96,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000002695812100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 95,000 KZT arrived from 1 payer and where it went next was never collected."
100000002696152100,fully_observed,3,True,True,0.84,"Both directions observed, but 50% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000002697752100,inbound_only,3,True,True,0.85,"190,785 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002700161100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 39,000 KZT arrived from 1 payer and where it went next was never collected."
100000002702968100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 31,600 KZT arrived from 1 payer and where it went next was never collected."
100000002703376100,inbound_only,2,True,True,0.85,"46,501 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002704875100,inbound_only,1,True,True,0.85,"244,891 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002705460100,inbound_only,3,True,True,0.85,"95,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002706810100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 45,000 KZT arrived from 1 payer and where it went next was never collected."
100000002707106100,truncated_at_depth,4,True,False,0.34,"At the four-hop crawl boundary: 15,000 KZT arrived from 1 payer and where it went next was never collected."
100000002708624100,inbound_only,3,True,True,0.85,"25,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002710570100,inbound_only,2,True,True,0.85,"225,015 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002712416100,inbound_only,3,True,True,0.85,"116,800 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002713074100,fully_observed,3,True,True,0.74,"Both directions observed, but 100% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000002713974100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 50,000 KZT arrived from 1 payer and where it went next was never collected."
100000002718366100,inbound_only,2,True,True,0.85,"2,525,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002720627100,inbound_only,1,True,True,0.85,"199,300 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002721825100,inbound_only,2,True,True,0.85,"11,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002722108100,inbound_only,3,True,True,0.85,"800,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002723439100,truncated_at_depth,4,True,False,0.34,"At the four-hop crawl boundary: 18,000 KZT arrived from 1 payer and where it went next was never collected."
100000002723538100,fully_observed,2,True,True,0.911,"Both directions observed, but 25% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000002723674100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 30,000 KZT arrived from 1 payer and where it went next was never collected."
100000002726055100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 10,000 KZT arrived from 1 payer and where it went next was never collected."
100000002727288100,inbound_only,3,True,True,0.85,"16,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002728246100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 10,000 KZT arrived from 1 payer and where it went next was never collected."
100000002729875100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 76,000 KZT arrived from 1 payer and where it went next was never collected."
100000002731501100,fully_observed,1,True,True,0.968,"Both directions observed, but 6% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000002733083100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 15,200 KZT arrived from 1 payer and where it went next was never collected."
100000002733905100,fully_observed,2,True,True,0.96,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000002734815100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 110,000 KZT arrived from 1 payer and where it went next was never collected."
100000002736033100,fully_observed,3,True,True,0.7,"Both directions observed, but 100% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000002736316100,inbound_only,3,True,True,0.85,"266,921 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002737980100,inbound_only,3,True,True,0.85,"32,900 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002738256100,fully_observed,2,True,True,0.92,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000002741024100,fully_observed,2,True,True,0.931,"Both directions observed, but 14% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000002742067100,inbound_only,2,True,True,0.85,"12,730 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002744581100,inbound_only,2,True,True,0.85,"12,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002748040100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 18,000 KZT arrived from 1 payer and where it went next was never collected."
100000002748180100,fully_observed,1,True,True,0.952,"Both directions observed, but 14% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000002748511100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 20,000 KZT arrived from 1 payer and where it went next was never collected."
100000002748532100,fully_observed,2,True,True,0.96,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000002748581100,inbound_only,3,True,True,0.85,"41,180 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002748761100,inbound_only,3,True,True,0.85,"796,800 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002750332100,inbound_only,1,True,True,0.85,"11,360 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002750956100,inbound_only,1,True,True,0.85,"47,416 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002752565100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 57,000 KZT arrived from 1 payer and where it went next was never collected."
100000002753146100,inbound_only,3,True,True,0.85,"803,540 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002755292100,inbound_only,3,True,True,0.85,"203,400 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002757240100,inbound_only,2,True,True,0.85,"51,183 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002757791100,inbound_only,3,True,True,0.85,"73,050 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002757797100,inbound_only,1,True,True,0.85,"100,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002760175100,inbound_only,1,True,True,0.85,"187,410 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002762076100,fully_observed,1,True,True,0.98,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000002769809100,inbound_only,3,True,True,0.85,"113,422 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002773323100,fully_observed,3,True,True,0.74,"Both directions observed, but 100% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000002774456100,inbound_only,1,True,True,0.85,"50,363 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002778085100,inbound_only,1,True,True,0.85,"66,208 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002779485100,inbound_only,2,True,True,0.85,"91,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002781227100,fully_observed,1,True,True,0.938,"Both directions observed, but 21% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000002784085100,inbound_only,1,True,True,0.85,"200,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002791494100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 85,860 KZT arrived from 1 payer and where it went next was never collected."
100000002793851100,inbound_only,1,True,True,0.85,"11,052 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002793881100,inbound_only,3,True,True,0.85,"785,600 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002794197100,inbound_only,1,True,True,0.85,"30,100 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002794374100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 111,000 KZT arrived from 1 payer and where it went next was never collected."
100000002796853100,fully_observed,2,True,True,0.918,"Both directions observed, but 21% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000002799941100,inbound_only,3,True,True,0.85,"600,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002807334100,inbound_only,3,True,True,0.85,"54,715 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002809568100,inbound_only,1,True,True,0.85,"10,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002809896100,inbound_only,3,True,True,0.85,"38,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002810870100,inbound_only,1,True,True,0.85,"33,677 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002812641100,fully_observed,2,True,True,0.92,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000002815005100,inbound_only,3,True,True,0.85,"476,500 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002818726100,inbound_only,3,True,True,0.85,"10,879 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002820010100,inbound_only,2,True,True,0.85,"30,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002821425100,inbound_only,3,True,True,0.85,"275,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002822472100,inbound_only,3,True,True,0.85,"266,722 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002824176100,inbound_only,1,True,True,0.85,"144,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002826669100,inbound_only,2,True,True,0.85,"159,900 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002830055100,inbound_only,1,True,True,0.85,"14,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002831727100,fully_observed,2,True,True,0.96,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000002832753100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 12,500 KZT arrived from 1 payer and where it went next was never collected."
100000002835874100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 58,700 KZT arrived from 1 payer and where it went next was never collected."
100000002836052100,inbound_only,2,True,True,0.85,"15,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002836736100,inbound_only,1,True,True,0.85,"509,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002838519100,inbound_only,3,True,True,0.85,"46,900 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002838861100,fully_observed,1,True,True,0.98,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000002842321100,inbound_only,3,True,True,0.85,"160,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002842337100,inbound_only,2,True,True,0.85,"50,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002844652100,inbound_only,1,True,True,0.85,"61,360 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002844897100,inbound_only,1,True,True,0.85,"10,800 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002845605100,inbound_only,1,True,True,0.85,"57,567 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002847207100,inbound_only,1,True,True,0.85,"46,243 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002849158100,fully_observed,3,True,True,0.74,"Both directions observed, but 100% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000002852402100,inbound_only,2,True,True,0.85,"55,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002858835100,inbound_only,1,True,True,0.85,"24,400 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002860934100,truncated_at_depth,4,True,False,0.38,"At the four-hop crawl boundary: 279,500 KZT arrived from 1 payer and where it went next was never collected."
100000002861485100,inbound_only,1,True,True,0.85,"29,323 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002862113100,inbound_only,3,True,True,0.85,"47,405 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002863356100,fully_observed,2,True,True,0.92,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000002864256100,inbound_only,1,True,True,0.85,"135,780 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002864680100,inbound_only,1,True,True,0.85,"55,932 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002870463100,fully_observed,2,True,True,0.96,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000002870937100,inbound_only,1,True,True,0.85,"83,700 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002871199100,inbound_only,3,True,True,0.85,"23,186 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002872399100,inbound_only,3,True,True,0.85,"1,090,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002876914100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 12,000 KZT arrived from 1 payer and where it went next was never collected."
100000002877262100,inbound_only,3,True,True,0.85,"100,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002878467100,inbound_only,3,True,True,0.85,"200,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002878483100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 6,000 KZT arrived from 1 payer and where it went next was never collected."
100000002881669100,inbound_only,1,True,True,0.85,"18,600 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002883402100,inbound_only,3,True,True,0.85,"300,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000002884708100,truncated_at_depth,4,True,False,0.34,"At the four-hop crawl boundary: 1,171,644 KZT arrived from 1 payer and where it went next was never collected."
100000002886166100,inbound_only,3,True,True,0.85,"185,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
