formation_id,kind,n_members,n_seeds,min_hop_from_seed,kzt_through,kzt_retained_share,breaking_point_gid,breaking_point_method,breaking_point_effect,score,rank,hypothesis,evidence
LOOP-063,reciprocal_loop,3,0,1,7243649.0,0.731,100000008258083100,flow,5180150.0,0.5382,113,"These 3 accounts return funds to each other, 7,243,649 KZT touching the set with 73% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=3, seeds=0, hop=1, through=7,243,649 KZT, retained=0.73; break 100000008258083100 by flow stops 5,180,150 of 5,295,150 KZT internal; fragility=0.98, score=0.5382"
LOOP-334,reciprocal_loop,4,1,0,12132708.0,0.0562,100000006866783100,flow,514993.0,0.5381,114,"These 4 accounts return funds to each other, 12,132,708 KZT touching the set with 6% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=12,132,708 KZT, retained=0.06; break 100000006866783100 by flow stops 514,993 of 681,760 KZT internal; fragility=0.76, score=0.5381"
LOOP-090,reciprocal_loop,4,1,0,12300080.55,0.0271,100000006866783100,flow,254662.0,0.5379,115,"These 4 accounts return funds to each other, 12,300,081 KZT touching the set with 3% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=12,300,081 KZT, retained=0.03; break 100000006866783100 by flow stops 254,662 of 333,444 KZT internal; fragility=0.76, score=0.5379"
FAN-031,fan_out,21,0,1,13834211.0,0.351,100000008710791100,articulation,20.0,0.5377,116,"One account spreads 13,834,211 KZT across 20 receivers, every one of them observed to the end with no onward transfer in the window, 35% of the money staying inside the set, which is worth checking as a dispersal point before the receivers are treated separately.","fan_out: n=21, seeds=0, hop=1, through=13,834,211 KZT, retained=0.35; receivers=20 observed/0 at crawl boundary; break 100000008710791100 by articulation cuts 20 of 20 members; fragility=1.00, score=0.5377"
FAN-010,fan_out,111,0,2,4308703.0,0.6882,100000002578405100,articulation,110.0,0.5375,117,"One account spreads 4,308,703 KZT across 110 receivers, every one of them observed to the end with no onward transfer in the window, 69% of the money staying inside the set, which is worth checking as a dispersal point before the receivers are treated separately.","fan_out: n=111, seeds=0, hop=2, through=4,308,703 KZT, retained=0.69; receivers=110 observed/0 at crawl boundary; break 100000002578405100 by articulation cuts 110 of 110 members; fragility=1.00, score=0.5375"
LOOP-264,reciprocal_loop,4,1,0,14018602.55,0.0412,100000006866783100,flow,423006.0,0.5373,118,"These 4 accounts return funds to each other, 14,018,603 KZT touching the set with 4% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=14,018,603 KZT, retained=0.04; break 100000006866783100 by flow stops 423,006 of 577,325 KZT internal; fragility=0.73, score=0.5373"
LOOP-174,reciprocal_loop,4,1,0,2618887.0,0.5472,100000004160650100,flow,1174014.0,0.537,119,"These 4 accounts return funds to each other, 2,618,887 KZT touching the set with 55% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=2,618,887 KZT, retained=0.55; break 100000004160650100 by flow stops 1,174,014 of 1,432,974 KZT internal; fragility=0.82, score=0.5370"
LOOP-153,reciprocal_loop,4,1,0,10411173.0,0.0471,100000005910114100,flow,382679.0,0.5368,120,"These 4 accounts return funds to each other, 10,411,173 KZT touching the set with 5% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=10,411,173 KZT, retained=0.05; break 100000005910114100 by flow stops 382,679 of 490,845 KZT internal; fragility=0.78, score=0.5368"
FUN-003,funnel,4,0,1,522875.0,0.7896,100000001677929100,articulation,3.0,0.5364,121,"The figures suggest 3 accounts sending a dominant share of their outflow into 100000001677929100, 522,875 KZT touching the set with 79% of it staying inside, which is worth checking as one collection point rather than 3 unrelated payers.","funnel: n=4, seeds=0, hop=1, through=522,875 KZT, retained=0.79; break 100000001677929100 by articulation cuts 3 of 3 members; fragility=1.00, score=0.5364"
CHN-035,chain,5,1,0,1868954.4,0.1484,100000003265158100,dominator,3.0,0.5363,122,"Funds appear to move through 5 accounts in sequence starting 0 hop(s) from a known client, 1,868,954 KZT touching the run and 15% of it staying inside, which is consistent with a transit route and worth checking step by step.","chain: n=5, seeds=1, hop=0, through=1,868,954 KZT, retained=0.15; break 100000003265158100 by dominator cuts 3 of 4 members; fragility=0.75, score=0.5363"
LOOP-252,reciprocal_loop,4,1,0,12867668.55,0.041,100000006866783100,flow,391437.0,0.5362,123,"These 4 accounts return funds to each other, 12,867,669 KZT touching the set with 4% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=12,867,669 KZT, retained=0.04; break 100000006866783100 by flow stops 391,437 of 527,405 KZT internal; fragility=0.74, score=0.5362"
LOOP-221,reciprocal_loop,3,1,0,2181887.0,0.2813,100000004160650100,flow,598844.0,0.536,124,"These 3 accounts return funds to each other, 2,181,887 KZT touching the set with 28% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=3, seeds=1, hop=0, through=2,181,887 KZT, retained=0.28; break 100000004160650100 by flow stops 598,844 of 613,844 KZT internal; fragility=0.98, score=0.5360"
LOOP-345,reciprocal_loop,4,1,0,14190514.0,0.0394,100000008686313100,flow,404474.0,0.5355,125,"These 4 accounts return funds to each other, 14,190,514 KZT touching the set with 4% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=14,190,514 KZT, retained=0.04; break 100000008686313100 by flow stops 404,474 of 559,464 KZT internal; fragility=0.72, score=0.5355"
LOOP-278,reciprocal_loop,4,1,0,15100019.0,0.0378,100000008686313100,flow,404474.0,0.5348,126,"These 4 accounts return funds to each other, 15,100,019 KZT touching the set with 4% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=15,100,019 KZT, retained=0.04; break 100000008686313100 by flow stops 404,474 of 570,296 KZT internal; fragility=0.71, score=0.5348"
BRG-116,bridge,4,3,0,4190461.0,0.8072,100000001732159100,articulation,3.0,0.5343,127,"These 3 accounts reach the rest of their community only through 100000001732159100, whose removal would detach 3 of them from 4,190,461 KZT of observed flow, which is worth checking as a shared route rather than a coincidence of the crawl.","bridge: n=4, seeds=3, hop=0, through=4,190,461 KZT, retained=0.81; break 100000001732159100 by articulation cuts 3 of 3 members; fragility=1.00, score=0.5343"
LOOP-177,reciprocal_loop,3,1,0,2543887.0,0.526,100000004160650100,flow,1126114.0,0.534,128,"These 3 accounts return funds to each other, 2,543,887 KZT touching the set with 53% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=3, seeds=1, hop=0, through=2,543,887 KZT, retained=0.53; break 100000004160650100 by flow stops 1,126,114 of 1,338,074 KZT internal; fragility=0.84, score=0.5340"
CHN-037,chain,5,1,0,1838954.4,0.1291,100000003265158100,dominator,3.0,0.5338,129,"Funds appear to move through 5 accounts in sequence starting 0 hop(s) from a known client, 1,838,954 KZT touching the run and 13% of it staying inside, which is consistent with a transit route and worth checking step by step.","chain: n=5, seeds=1, hop=0, through=1,838,954 KZT, retained=0.13; break 100000003265158100 by dominator cuts 3 of 4 members; fragility=0.75, score=0.5338"
LOOP-098,reciprocal_loop,4,1,0,13555867.0,0.0417,100000008686313100,flow,404474.0,0.5325,130,"These 4 accounts return funds to each other, 13,555,867 KZT touching the set with 4% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=13,555,867 KZT, retained=0.04; break 100000008686313100 by flow stops 404,474 of 565,067 KZT internal; fragility=0.72, score=0.5325"
FUN-006,funnel,4,0,1,1632218.0,0.2528,100000003404627100,articulation,3.0,0.532,131,"The figures suggest 3 accounts sending a dominant share of their outflow into 100000003404627100, 1,632,218 KZT touching the set with 25% of it staying inside, which is worth checking as one collection point rather than 3 unrelated payers.","funnel: n=4, seeds=0, hop=1, through=1,632,218 KZT, retained=0.25; break 100000003404627100 by articulation cuts 3 of 3 members; fragility=1.00, score=0.5320"
LOOP-288,reciprocal_loop,4,1,0,13837654.0,0.0412,100000008686313100,flow,404474.0,0.5319,132,"These 4 accounts return funds to each other, 13,837,654 KZT touching the set with 4% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=13,837,654 KZT, retained=0.04; break 100000008686313100 by flow stops 404,474 of 570,225 KZT internal; fragility=0.71, score=0.5319"
LOOP-348,reciprocal_loop,3,1,0,7225115.75,0.0432,100000006866783100,flow,263067.0,0.5317,133,"These 3 accounts return funds to each other, 7,225,116 KZT touching the set with 4% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=3, seeds=1, hop=0, through=7,225,116 KZT, retained=0.04; break 100000006866783100 by flow stops 263,067 of 312,067 KZT internal; fragility=0.84, score=0.5317"
FAN-040,fan_out,19,0,1,11165985.0,0.3824,100000008547948100,articulation,18.0,0.5309,134,"One account spreads 11,165,985 KZT across 18 receivers, every one of them observed to the end with no onward transfer in the window, 38% of the money staying inside the set, which is worth checking as a dispersal point before the receivers are treated separately.","fan_out: n=19, seeds=0, hop=1, through=11,165,985 KZT, retained=0.38; receivers=18 observed/0 at crawl boundary; break 100000008547948100 by articulation cuts 18 of 18 members; fragility=1.00, score=0.5309"
BRG-060,bridge,39,1,0,2453909.4,0.8477,100000008680731100,articulation,38.0,0.53,135,"These 38 accounts reach the rest of their community only through 100000008680731100, whose removal would detach 38 of them from 2,453,909 KZT of observed flow, which is worth checking as a shared route rather than a coincidence of the crawl.","bridge: n=39, seeds=1, hop=0, through=2,453,909 KZT, retained=0.85; break 100000008680731100 by articulation cuts 38 of 38 members; fragility=1.00, score=0.5300"
BRG-158,bridge,5,5,0,1180566.0,0.8429,100000005382566100,articulation,4.0,0.5296,136,"These 4 accounts reach the rest of their community only through 100000005382566100, whose removal would detach 4 of them from 1,180,566 KZT of observed flow, which is worth checking as a shared route rather than a coincidence of the crawl.","bridge: n=5, seeds=5, hop=0, through=1,180,566 KZT, retained=0.84; break 100000005382566100 by articulation cuts 4 of 4 members; fragility=1.00, score=0.5296"
FAN-036,fan_out,29,0,1,8428688.0,0.384,100000008489922100,articulation,28.0,0.5295,137,"One account spreads 8,428,688 KZT across 28 receivers, of which 18 sit at the four-hop crawl boundary and were never followed, leaving only 10 actually observed to retain what they were sent, so most of this shape is unobserved rather than measured, 38% of the money staying inside the set, which is worth checking as a dispersal point before the receivers are treated separately.","fan_out: n=29, seeds=0, hop=1, through=8,428,688 KZT, retained=0.38; receivers=10 observed/18 at crawl boundary; break 100000008489922100 by articulation cuts 28 of 28 members; fragility=1.00, score=0.5295"
LOOP-158,reciprocal_loop,2,1,0,3418249.0,0.0176,100000002527114100,flow,60000.0,0.5291,138,"These 2 accounts return funds to each other, 3,418,249 KZT touching the set with 2% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=2, seeds=1, hop=0, through=3,418,249 KZT, retained=0.02; break 100000002527114100 by flow stops 60,000 of 60,000 KZT internal; fragility=1.00, score=0.5291"
LOOP-103,reciprocal_loop,4,1,0,6811809.22,0.0346,100000006866783100,flow,193025.0,0.5286,139,"These 4 accounts return funds to each other, 6,811,809 KZT touching the set with 3% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=6,811,809 KZT, retained=0.03; break 100000006866783100 by flow stops 193,025 of 235,547 KZT internal; fragility=0.82, score=0.5286"
CHN-036,chain,5,1,0,1751454.4,0.0942,100000003265158100,dominator,3.0,0.5285,140,"Funds appear to move through 5 accounts in sequence starting 0 hop(s) from a known client, 1,751,454 KZT touching the run and 9% of it staying inside, which is consistent with a transit route and worth checking step by step.","chain: n=5, seeds=1, hop=0, through=1,751,454 KZT, retained=0.09; break 100000003265158100 by dominator cuts 3 of 4 members; fragility=0.75, score=0.5285"
LOOP-159,reciprocal_loop,2,1,0,3418249.0,0.0085,100000002527114100,flow,29000.0,0.5283,141,"These 2 accounts return funds to each other, 3,418,249 KZT touching the set with 1% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=2, seeds=1, hop=0, through=3,418,249 KZT, retained=0.01; break 100000002527114100 by flow stops 29,000 of 29,000 KZT internal; fragility=1.00, score=0.5283"
BRG-063,bridge,36,1,0,4268799.8,0.6013,100000007982728100,articulation,35.0,0.5282,142,"These 35 accounts reach the rest of their community only through 100000007982728100, whose removal would detach 35 of them from 4,268,800 KZT of observed flow, which is worth checking as a shared route rather than a coincidence of the crawl.","bridge: n=36, seeds=1, hop=0, through=4,268,800 KZT, retained=0.60; break 100000007982728100 by articulation cuts 35 of 35 members; fragility=1.00, score=0.5282"
CHN-040,chain,5,2,0,824809.0,0.211,100000003823811100,dominator,3.0,0.5276,143,"Funds appear to move through 5 accounts in sequence starting 0 hop(s) from a known client, 824,809 KZT touching the run and 21% of it staying inside, which is consistent with a transit route and worth checking step by step.","chain: n=5, seeds=2, hop=0, through=824,809 KZT, retained=0.21; break 100000003823811100 by dominator cuts 3 of 4 members; fragility=0.75, score=0.5276"
LOOP-024,reciprocal_loop,4,1,0,14821925.55,0.0237,100000004070318100,flow,239725.0,0.5275,144,"These 4 accounts return funds to each other, 14,821,926 KZT touching the set with 2% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=14,821,926 KZT, retained=0.02; break 100000004070318100 by flow stops 239,725 of 350,611 KZT internal; fragility=0.68, score=0.5275"
BRG-066,bridge,9,1,0,8139540.0,0.6436,100000003835149100,articulation,8.0,0.5273,145,"These 8 accounts reach the rest of their community only through 100000003835149100, whose removal would detach 8 of them from 8,139,540 KZT of observed flow, which is worth checking as a shared route rather than a coincidence of the crawl.","bridge: n=9, seeds=1, hop=0, through=8,139,540 KZT, retained=0.64; break 100000003835149100 by articulation cuts 8 of 8 members; fragility=1.00, score=0.5273"
CHN-046,chain,3,0,2,1895940.0,0.7338,100000004221668100,flow,1385040.0,0.527,146,"Funds appear to move through 3 accounts in sequence starting 2 hop(s) from a known client, 1,895,940 KZT touching the run and 73% of it staying inside, which is consistent with a transit route and worth checking step by step.","chain: n=3, seeds=0, hop=2, through=1,895,940 KZT, retained=0.73; break 100000004221668100 by flow stops 1,385,040 of 1,391,240 KZT internal; fragility=1.00, score=0.5270"
LOOP-277,reciprocal_loop,4,1,0,14016144.0,0.0229,100000008603629100,flow,221390.0,0.5267,147,"These 4 accounts return funds to each other, 14,016,144 KZT touching the set with 2% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=14,016,144 KZT, retained=0.02; break 100000008603629100 by flow stops 221,390 of 320,812 KZT internal; fragility=0.69, score=0.5267"
LOOP-286,reciprocal_loop,4,1,0,10060956.0,0.0194,100000004390333100,flow,145751.0,0.5263,148,"These 4 accounts return funds to each other, 10,060,956 KZT touching the set with 2% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=10,060,956 KZT, retained=0.02; break 100000004390333100 by flow stops 145,751 of 195,074 KZT internal; fragility=0.75, score=0.5263"
LOOP-284,reciprocal_loop,4,1,0,10610580.0,0.0498,100000005910114100,flow,382679.0,0.526,149,"These 4 accounts return funds to each other, 10,610,580 KZT touching the set with 5% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=10,610,580 KZT, retained=0.05; break 100000005910114100 by flow stops 382,679 of 528,430 KZT internal; fragility=0.72, score=0.5260"
LOOP-145,reciprocal_loop,3,0,2,16316020.0,0.4634,100000002224132100,flow,7460300.0,0.5259,150,"These 3 accounts return funds to each other, 16,316,020 KZT touching the set with 46% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=3, seeds=0, hop=2, through=16,316,020 KZT, retained=0.46; break 100000002224132100 by flow stops 7,460,300 of 7,560,300 KZT internal; fragility=0.99, score=0.5259"
LOOP-106,reciprocal_loop,4,1,0,13282977.0,0.0179,100000004351795100,flow,165822.0,0.5254,151,"These 4 accounts return funds to each other, 13,282,977 KZT touching the set with 2% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=13,282,977 KZT, retained=0.02; break 100000004351795100 by flow stops 165,822 of 238,422 KZT internal; fragility=0.70, score=0.5254"
LOOP-205,reciprocal_loop,4,1,0,11627411.55,0.0231,100000004070318100,flow,192525.0,0.5253,152,"These 4 accounts return funds to each other, 11,627,412 KZT touching the set with 2% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=11,627,412 KZT, retained=0.02; break 100000004070318100 by flow stops 192,525 of 269,025 KZT internal; fragility=0.72, score=0.5253"
LOOP-342,reciprocal_loop,4,1,0,13904231.75,0.0346,100000008304139100,flow,326567.0,0.5249,153,"These 4 accounts return funds to each other, 13,904,232 KZT touching the set with 3% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=13,904,232 KZT, retained=0.03; break 100000008304139100 by flow stops 326,567 of 481,557 KZT internal; fragility=0.68, score=0.5249"
CHN-048,chain,4,2,0,2006868.0,0.0396,100000006020215100,dominator,2.0,0.5237,154,"Funds appear to move through 4 accounts in sequence starting 0 hop(s) from a known client, 2,006,868 KZT touching the run and 4% of it staying inside, which is consistent with a transit route and worth checking step by step.","chain: n=4, seeds=2, hop=0, through=2,006,868 KZT, retained=0.04; break 100000006020215100 by dominator cuts 2 of 3 members; fragility=0.67, score=0.5237"
LOOP-041,reciprocal_loop,4,1,0,15987303.75,0.0193,100000006866783100,flow,200585.0,0.5228,155,"These 4 accounts return funds to each other, 15,987,304 KZT touching the set with 2% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=15,987,304 KZT, retained=0.02; break 100000006866783100 by flow stops 200,585 of 308,453 KZT internal; fragility=0.65, score=0.5228"
LOOP-088,reciprocal_loop,4,1,0,11953825.0,0.0213,100000006866783100,flow,178103.0,0.5227,156,"These 4 accounts return funds to each other, 11,953,825 KZT touching the set with 2% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=11,953,825 KZT, retained=0.02; break 100000006866783100 by flow stops 178,103 of 254,659 KZT internal; fragility=0.70, score=0.5227"
LOOP-260,reciprocal_loop,4,1,0,10769654.55,0.0518,100000006866783100,flow,391437.0,0.522,157,"These 4 accounts return funds to each other, 10,769,655 KZT touching the set with 5% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=10,769,655 KZT, retained=0.05; break 100000006866783100 by flow stops 391,437 of 557,404 KZT internal; fragility=0.70, score=0.5220"
LOOP-107,reciprocal_loop,4,1,0,12020612.0,0.0198,100000004390333100,flow,165751.0,0.5219,158,"These 4 accounts return funds to each other, 12,020,612 KZT touching the set with 2% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=12,020,612 KZT, retained=0.02; break 100000004390333100 by flow stops 165,751 of 238,351 KZT internal; fragility=0.70, score=0.5219"
LOOP-097,reciprocal_loop,4,1,0,13269584.75,0.0367,100000008304139100,flow,326567.0,0.5217,159,"These 4 accounts return funds to each other, 13,269,585 KZT touching the set with 4% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=13,269,585 KZT, retained=0.04; break 100000008304139100 by flow stops 326,567 of 487,160 KZT internal; fragility=0.67, score=0.5217"
LOOP-101,reciprocal_loop,4,1,0,11855305.0,0.0141,100000006866783100,flow,116466.0,0.5216,160,"These 4 accounts return funds to each other, 11,855,305 KZT touching the set with 1% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=11,855,305 KZT, retained=0.01; break 100000006866783100 by flow stops 116,466 of 166,666 KZT internal; fragility=0.70, score=0.5216"
CHN-020,chain,5,1,0,1241150.0,0.166,100000002479804100,dominator,3.0,0.5212,161,"Funds appear to move through 5 accounts in sequence starting 0 hop(s) from a known client, 1,241,150 KZT touching the run and 17% of it staying inside, which is consistent with a transit route and worth checking step by step.","chain: n=5, seeds=1, hop=0, through=1,241,150 KZT, retained=0.17; break 100000002479804100 by dominator cuts 3 of 4 members; fragility=0.75, score=0.5212"
CHN-008,chain,5,1,0,1243150.0,0.1633,100000002479804100,dominator,3.0,0.521,162,"Funds appear to move through 5 accounts in sequence starting 0 hop(s) from a known client, 1,243,150 KZT touching the run and 16% of it staying inside, which is consistent with a transit route and worth checking step by step.","chain: n=5, seeds=1, hop=0, through=1,243,150 KZT, retained=0.16; break 100000002479804100 by dominator cuts 3 of 4 members; fragility=0.75, score=0.5210"
LOOP-112,reciprocal_loop,4,1,0,9677949.0,0.0108,100000006866783100,flow,76318.0,0.5204,163,"These 4 accounts return funds to each other, 9,677,949 KZT touching the set with 1% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=9,677,949 KZT, retained=0.01; break 100000006866783100 by flow stops 76,318 of 104,623 KZT internal; fragility=0.73, score=0.5204"
LOOP-249,reciprocal_loop,2,2,0,1143066.0,0.189,100000004041163100,flow,216000.0,0.5203,164,"These 2 accounts return funds to each other, 1,143,066 KZT touching the set with 19% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=2, seeds=2, hop=0, through=1,143,066 KZT, retained=0.19; break 100000004041163100 by flow stops 216,000 of 216,000 KZT internal; fragility=1.00, score=0.5203"
LOOP-113,reciprocal_loop,4,1,0,12373472.0,0.0184,100000007639767100,flow,154990.0,0.5198,165,"These 4 accounts return funds to each other, 12,373,472 KZT touching the set with 2% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=12,373,472 KZT, retained=0.02; break 100000007639767100 by flow stops 154,990 of 227,590 KZT internal; fragility=0.68, score=0.5198"
LOOP-037,reciprocal_loop,4,1,0,14667851.0,0.0216,100000004390333100,flow,205751.0,0.5197,166,"These 4 accounts return funds to each other, 14,667,851 KZT touching the set with 2% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=14,667,851 KZT, retained=0.02; break 100000004390333100 by flow stops 205,751 of 316,637 KZT internal; fragility=0.65, score=0.5197"
LOOP-173,reciprocal_loop,3,1,0,2227974.0,0.1162,100000004007116100,flow,248960.0,0.5197,167,"These 3 accounts return funds to each other, 2,227,974 KZT touching the set with 12% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=3, seeds=1, hop=0, through=2,227,974 KZT, retained=0.12; break 100000004007116100 by flow stops 248,960 of 258,960 KZT internal; fragility=0.96, score=0.5197"
LOOP-210,reciprocal_loop,4,1,0,11054660.75,0.0341,100000008304139100,flow,261137.0,0.5196,168,"These 4 accounts return funds to each other, 11,054,661 KZT touching the set with 3% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=11,054,661 KZT, retained=0.03; break 100000008304139100 by flow stops 261,137 of 376,541 KZT internal; fragility=0.69, score=0.5196"
LOOP-332,reciprocal_loop,4,1,0,11840032.75,0.0515,100000006866783100,flow,409279.0,0.5188,169,"These 4 accounts return funds to each other, 11,840,033 KZT touching the set with 5% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=11,840,033 KZT, retained=0.05; break 100000006866783100 by flow stops 409,279 of 610,246 KZT internal; fragility=0.67, score=0.5188"
LOOP-176,reciprocal_loop,2,1,0,2105074.0,0.1007,100000002731501100,flow,211960.0,0.5183,170,"These 2 accounts return funds to each other, 2,105,074 KZT touching the set with 10% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=2, seeds=1, hop=0, through=2,105,074 KZT, retained=0.10; break 100000002731501100 by flow stops 211,960 of 211,960 KZT internal; fragility=1.00, score=0.5183"
CHN-029,chain,5,1,0,1209150.0,0.1464,100000002479804100,dominator,3.0,0.5182,171,"Funds appear to move through 5 accounts in sequence starting 0 hop(s) from a known client, 1,209,150 KZT touching the run and 15% of it staying inside, which is consistent with a transit route and worth checking step by step.","chain: n=5, seeds=1, hop=0, through=1,209,150 KZT, retained=0.15; break 100000002479804100 by dominator cuts 3 of 4 members; fragility=0.75, score=0.5182"
LOOP-237,reciprocal_loop,2,1,0,1482800.0,0.2455,100000003923946100,flow,364000.0,0.5177,172,"These 2 accounts return funds to each other, 1,482,800 KZT touching the set with 25% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=2, seeds=1, hop=0, through=1,482,800 KZT, retained=0.25; break 100000003923946100 by flow stops 364,000 of 364,000 KZT internal; fragility=1.00, score=0.5177"
LOOP-259,reciprocal_loop,4,1,0,8311589.55,0.0654,100000006866783100,flow,391437.0,0.5175,173,"These 4 accounts return funds to each other, 8,311,590 KZT touching the set with 7% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=8,311,590 KZT, retained=0.07; break 100000006866783100 by flow stops 391,437 of 543,505 KZT internal; fragility=0.72, score=0.5175"
LOOP-219,reciprocal_loop,4,1,0,2191887.0,0.353,100000004160650100,flow,646744.0,0.5174,174,"These 4 accounts return funds to each other, 2,191,887 KZT touching the set with 35% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=2,191,887 KZT, retained=0.35; break 100000004160650100 by flow stops 646,744 of 773,744 KZT internal; fragility=0.84, score=0.5174"
LOOP-011,reciprocal_loop,2,0,1,4576704.0,0.6992,100000000274067100,flow,3200000.0,0.517,175,"These 2 accounts return funds to each other, 4,576,704 KZT touching the set with 70% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=2, seeds=0, hop=1, through=4,576,704 KZT, retained=0.70; break 100000000274067100 by flow stops 3,200,000 of 3,200,000 KZT internal; fragility=1.00, score=0.5170"
LOOP-050,reciprocal_loop,3,0,1,16493020.0,0.077,100000008686313100,flow,1265376.0,0.5167,176,"These 3 accounts return funds to each other, 16,493,020 KZT touching the set with 8% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=3, seeds=0, hop=1, through=16,493,020 KZT, retained=0.08; break 100000008686313100 by flow stops 1,265,376 of 1,270,376 KZT internal; fragility=1.00, score=0.5167"
LOOP-099,reciprocal_loop,2,1,0,2237521.0,0.0474,100000001616816100,flow,106000.0,0.516,177,"These 2 accounts return funds to each other, 2,237,521 KZT touching the set with 5% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=2, seeds=1, hop=0, through=2,237,521 KZT, retained=0.05; break 100000001616816100 by flow stops 106,000 of 106,000 KZT internal; fragility=1.00, score=0.5160"
FAN-038,fan_out,29,0,1,6831233.68,0.2998,100000004400305100,articulation,28.0,0.5155,178,"One account spreads 6,831,234 KZT across 28 receivers, every one of them observed to the end with no onward transfer in the window, 30% of the money staying inside the set, which is worth checking as a dispersal point before the receivers are treated separately.","fan_out: n=29, seeds=0, hop=1, through=6,831,234 KZT, retained=0.30; receivers=28 observed/0 at crawl boundary; break 100000004400305100 by articulation cuts 28 of 28 members; fragility=1.00, score=0.5155"
LOOP-006,reciprocal_loop,4,1,0,14674044.0,0.0119,100000007639767100,flow,110886.0,0.5155,179,"These 4 accounts return funds to each other, 14,674,044 KZT touching the set with 1% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=14,674,044 KZT, retained=0.01; break 100000007639767100 by flow stops 110,886 of 174,886 KZT internal; fragility=0.63, score=0.5155"
